standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r423_daiwahouseindustry,大和房建,DAIWA HOUSE INDUSTRY,423,E,建筑业,Construction,E,建筑业,consistent_with_company_workbench,demoted,review,132,2025 DAIWA HOUSE INDUSTRY_Sustainability_All.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard tions increases during the term (due to an acquisition etc.) Data on the relevant organization is included beginning with the subsequent fiscal year.  Main referential guidelines · Sustainability Reporting Standards by the GRI (Global Repo 2025 DAIWA HOUSE INDUSTRY_Sustainability_All…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r424_starbucks,星巴克公司,STARBUCKS,424,H,住宿和餐饮业,Accommodation and Catering,H,住宿和餐饮业,consistent_with_company_workbench,demoted,review,45,Starbucks-Fiscal-2024-Global-Impact-Report.pdf,"cocoa, dairy, food, and other beverage ingredients. 10Category 1 emissions include the emissions from the goods and services purchased by Starbucks Corporat...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r424_starbucks,星巴克公司,STARBUCKS,424,H,住宿和餐饮业,Accommodation and Catering,H,住宿和餐饮业,consistent_with_company_workbench,demoted,review,45,Starbucks-Fiscal-2024-Global-Impact-Report.pdf,"cocoa, dairy, food, and other beverage ingredients. 10Category 1 emissions include the emissions from the goods and services purchased by Starbucks Corporat...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r424_starbucks,星巴克公司,STARBUCKS,424,H,住宿和餐饮业,Accommodation and Catering,H,住宿和餐饮业,consistent_with_company_workbench,demoted,review,45,Starbucks-Fiscal-2024-Global-Impact-Report.pdf,"cocoa, dairy, food, and other beverage ingredients. 10Category 1 emissions include the emissions from the goods and services purchased by Starbucks Corporat...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r424_starbucks,星巴克公司,STARBUCKS,424,H,住宿和餐饮业,Accommodation and Catering,H,住宿和餐饮业,consistent_with_company_workbench,demoted,review,45,Starbucks-Fiscal-2024-Global-Impact-Report.pdf,"cocoa, dairy, food, and other beverage ingredients. 10Category 1 emissions include the emissions from the goods and services purchased by Starbucks Corporat...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r425_olamgroup,新加坡奥兰集团,OLAM GROUP,425,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,99,OLAM GROUP_annual_report_2024.pdf,ions by 30.3% by 2030. Measuring Olam Group’s carbon footprint is the first step in informing our climate transition approach. To improve the accuracy of car...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r425_olamgroup,新加坡奥兰集团,OLAM GROUP,425,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,99,OLAM GROUP_annual_report_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ions by 30.3% by 2030. Measuring Olam Group’s carbon footprint is the first step in informing our climate transition approach. To improve the accuracy of carbon footprint measurements, we use corporate footprint accounting tools and process OLAM GROUP_annual_report_2024.pdf In June, a…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r425_olamgroup,新加坡奥兰集团,OLAM GROUP,425,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,99,OLAM GROUP_annual_report_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ions by 30.3% by 2030. Measuring Olam Group’s carbon footprint is the first step in informing our climate transition approach. To improve the accuracy of carbon footprint measurements, we use corporate footprint accounting tools and process OLAM GROUP_annual_report_2024.pdf In June, a…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r425_olamgroup,新加坡奥兰集团,OLAM GROUP,425,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,99,OLAM GROUP_annual_report_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ions by 30.3% by 2030. Measuring Olam Group’s carbon footprint is the first step in informing our climate transition approach. To improve the accuracy of carbon footprint measurements, we use corporate footprint accounting tools and process OLAM GROUP_annual_report_2024.pdf In June, a…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r426_qualcomm,高通,QUALCOMM,426,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,50 | 51,2024-qualcomm-corporate-responsibility-report.pdf,准确性 30 Annual avoided emissions of CO2e due to cumulative investments made for energy efficiency for global facilities. 31 GHG emissions data are calculated using the GHG Protocol Corporate Accounting and Reporting Standard. Our Environment Uni 30 Annual avoided emissions of CO2e due to cumulative investments made for energy efficiency for global facilities…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r426_qualcomm,高通,QUALCOMM,426,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,50,2024-qualcomm-corporate-responsibility-report.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard 30 Annual avoided emissions of CO2e due to cumulative investments made for energy efficiency for global facilities. 31 GHG emissions data are calculated using the GHG Protocol Corporate Accounting and Reporting Standard. Our Environment Uni 2024-qualcomm-corporate-responsibility-repor…,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r426_qualcomm,高通,QUALCOMM,426,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,50 | 51,2024-qualcomm-corporate-responsibility-report.pdf,"oxide (N2O) CO2e metric tons 1,056 NR NR 50 Appendix Operating Sustainably Acting Responsibly Digital Transformation About Qualcomm 2024 QUALCOMM CORPORATE RESPONSIBILITY REPORT | Progress Our Environment Units 2024 2023 2022 GHG Emissions31 (Continued) Total Scope 3-Other indirect GHG emissions by weight32 CO2e metric tons 3,935,138 5,070,086 6,394,094 Pur…",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r427_broadcom,博通公司,BROADCOM,427,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,2 | 61,broadcom-2024-corpresponsibility-final.pdf,"ional control boundary. We use the methodology outlined in the World Resources Institute (WRI) and the World Business Council for Sustainable Development’s (WBCSD) GHG Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBSCD’s GHG Protocol Scope 2 Guidance, an amendment to the GHG Protocol Corporate Standard, to calculate …",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r427_broadcom,博通公司,BROADCOM,427,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,2 | 61 | 62,broadcom-2024-corpresponsibility-final.pdf,"and the World Business Council for Sustainable Development’s (WBCSD) GHG Protocol: A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBSCD’s GHG Protocol Scope 2 Guidance, an amendment to the GHG Protocol Corporate Standard, to calculate Scope 1 and Scope 2 GHG emissions generated by our global facilities. We calculate the GHG emis…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r427_broadcom,博通公司,BROADCOM,427,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,2 | 61,broadcom-2024-corpresponsibility-final.pdf,"lfur hexafluoride and nitrogen trifluoride. To measure the other indirect emissions occurring in our value chain, we used the methodology outlined in the WRI/WBCSD’s GHG Protocol: Technical Guidance for Calculating Scope 3 Emissions (version 1.0). GHG emissions are calculated using the Intergovernmental Panel on Climate Change (IPCC) Fifth Assessment Report…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r427_broadcom,博通公司,BROADCOM,427,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,2 | 61,broadcom-2024-corpresponsibility-final.pdf,"GUIDELINES & CONTENT We prepared this report using the Global Reporting Initiative (GRI) Sustainability Reporting Standards (core option), the Sustainability...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r431_elo集团,ELO,ELO,431,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,74,RFA_ELO_2024_EN-1.pdf,"onmental IROs > For climate-related IROs E1.IRO-1 To identify and assess its impact on climate change, and in particular its GHG emissions, the Group carried...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r431_elo集团,ELO,ELO,431,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,74,RFA_ELO_2024_EN-1.pdf,"onmental IROs > For climate-related IROs E1.IRO-1 To identify and assess its impact on climate change, and in particular its GHG emissions, the Group carried...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r431_elo集团,ELO,ELO,431,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,74,RFA_ELO_2024_EN-1.pdf,"onmental IROs > For climate-related IROs E1.IRO-1 To identify and assess its impact on climate change, and in particular its GHG emissions, the Group carried...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r431_elo集团,ELO,ELO,431,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,74,RFA_ELO_2024_EN-1.pdf,"onmental IROs > For climate-related IROs E1.IRO-1 To identify and assess its impact on climate change, and in particular its GHG emissions, the Group carried...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r433_mercadona公司,Mercadona,Mercadona,433,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,87,Mercadona-annual-report-2024.pdf,"nd climate change Every year, Mercadona analyses its carbon footprint to determine its evolution and establish new objectives and strategies to accelerate th...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r434_drhorton公司,D.R. Horton,D.R. Horton,434,E,建筑业,Construction,E,建筑业,consistent_with_company_workbench,demoted,review,76,d-r-horton-inc-fy2024-sustainability-report.pdf,"G emissions used recognized emission factors from The Climate Registry, Intergovernmental Panel on Climate Change (IPCC) and the United States Environmental ...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r434_drhorton公司,D.R. Horton,D.R. Horton,434,E,建筑业,Construction,E,建筑业,consistent_with_company_workbench,demoted,review,76,d-r-horton-inc-fy2024-sustainability-report.pdf,"G emissions used recognized emission factors from The Climate Registry, Intergovernmental Panel on Climate Change (IPCC) and the United States Environmental ...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r434_drhorton公司,D.R. Horton,D.R. Horton,434,E,建筑业,Construction,E,建筑业,consistent_with_company_workbench,demoted,review,76,d-r-horton-inc-fy2024-sustainability-report.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard G emissions used recognized emission factors from The Climate Registry, Intergovernmental Panel on Climate Change (IPCC) and the United States Environmental Protection Agency (EPA). Our GHG emissions were classified into two categories, in d-r-horton-inc-fy2024-sustainability-report.p…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r440_philipmorrisinternational,菲利普－莫里斯国际公司,PHILIP MORRIS INTERNATIONAL,440,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,62,PHILIP MORRIS INTERNATIONAL-integrated-report-2024.pdf,nufacturing emissions intensity than cigarettes. Progress in 2024 122 Philip Morris International Integrated Report 2024 Highlights Challenges Overview of ou...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r440_philipmorrisinternational,菲利普－莫里斯国际公司,PHILIP MORRIS INTERNATIONAL,440,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,62,PHILIP MORRIS INTERNATIONAL-integrated-report-2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard nufacturing emissions intensity than cigarettes. Progress in 2024 122 Philip Morris International Integrated Report 2024 Highlights Challenges Overview of our GHG emission footprint We calculate our GHG emission footprint annually, followin PHILIP MORRIS INTERNATIONAL-integrated-repor…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r440_philipmorrisinternational,菲利普－莫里斯国际公司,PHILIP MORRIS INTERNATIONAL,440,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,62,PHILIP MORRIS INTERNATIONAL-integrated-report-2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard nufacturing emissions intensity than cigarettes. Progress in 2024 122 Philip Morris International Integrated Report 2024 Highlights Challenges Overview of our GHG emission footprint We calculate our GHG emission footprint annually, followin PHILIP MORRIS INTERNATIONAL-integrated-repor…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r441_paccar,帕卡公司,PACCAR,441,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,7,PACCAR-sasb-esg-combined-report-feb_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 7 • Climate related opportunities, potential financial impact, and response strategy Metrics and Targets • Approved science-based targets • Other climate related targets • Net Zero target, in line with the latest climate science • GHG Proto PACCAR-sasb-esg-combined-report-feb_2024.pdf…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r441_paccar,帕卡公司,PACCAR,441,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,7,PACCAR-sasb-esg-combined-report-feb_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 7 • Climate related opportunities, potential financial impact, and response strategy Metrics and Targets • Approved science-based targets • Other climate related targets • Net Zero target, in line with the latest climate science • GHG Proto PACCAR-sasb-esg-combined-report-feb_2024.pdf…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r441_paccar,帕卡公司,PACCAR,441,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,7,PACCAR-sasb-esg-combined-report-feb_2024.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard 7 • Climate related opportunities, potential financial impact, and response strategy Metrics and Targets • Approved science-based targets • Other climate related targets • Net Zero target, in line with the latest climate science • GHG Proto PACCAR-sasb-esg-combined-report-feb_2024.pdf…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r443_crh公司,CRH,CRH,443,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,accepted,verified,105,crh-2024-sustainability-performance-report_final_interactive-1.pdf,"reporting period or for previous periods. Assurance Scope and Approach For the Selected Information, we performed a limited assurance engagement using the ‘Greenhouse Protocol – A Corporate Accounting and Reporting Standard’ (revised 2015), the Consolidated set of GRI Standards 2021, the AA1000 Assurance Standard (AA1000AS v3) and international assurance be…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r445_salesforce,赛富时,SALESFORCE,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,corrected_by_gbt4754_business_activity_rule,accepted,verified,25 | 95,salesforce-fy24-stakeholder-impact-report.pdf,"tion has been prepared in accordance with the World Resources Institute (""WRl"") I World Business Council for Sustainable Development's (""WBCSD"") Greenhouse Gas (""GHG"") Protocol: A Corporate Accounting and Reporting Standard, Revised. Scope 2 indirect emissions information, calculated using the location-based and market-based methods, have been prepared in a…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r445_salesforce,赛富时,SALESFORCE,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,corrected_by_gbt4754_business_activity_rule,accepted,verified,105,salesforce-fy24-stakeholder-impact-report.pdf,lizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain the estimated emissions from investments. Revenue data is not available for a…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r445_salesforce,赛富时,SALESFORCE,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,corrected_by_gbt4754_business_activity_rule,accepted,verified,25 | 95 | 102,salesforce-fy24-stakeholder-impact-report.pdf,"d and market-based methods, have been prepared in accordance with the WRl WBCSD GHG Protocol: A Corporate Accounting and Reporting Standard, Revised and the WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol … PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissi…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r445_salesforce,赛富时,SALESFORCE,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,corrected_by_gbt4754_business_activity_rule,accepted,verified,105 | 25 | 88 | 92 | 97,salesforce-fy24-stakeholder-impact-report.pdf,calculated. Franchises Category 15: 0% Internally-developed The Company utilizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain th…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r445_salesforce,赛富时,SALESFORCE,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,corrected_by_gbt4754_business_activity_rule,accepted,verified,25 | 95 | 92 | 96,salesforce-fy24-stakeholder-impact-report.pdf,"WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol Corporate Standard. Scope 3 GHG emissions information has been prepared in accordance with the WRl WBCSD Corporate Value Chain (Scope 3), Accounting and Reporting Standard and the Scope 3 Technical Guidance. Collectively, the Greenhouse Gas Protocol: A Corporate Accounting and Reporti…",true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r446_aiagroup,友邦保险控股有限公司,AIA GROUP,446,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,58,AIA GROUP-Main-ESG-Report_CH.pdf,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r448_jabil,捷普公司,JABIL,448,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,55,2024 Sustainability Report_Jabil.pdf,missions GRI 305-1 Direct GHG emissions (Scope 1) GRI 305-2 Indirect GHG emissions (Scope 2) GRI 305-3 Other indirect GHG emissions (Scope 3) GRI 305-4 GHG e...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r448_jabil,捷普公司,JABIL,448,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,55,2024 Sustainability Report_Jabil.pdf,missions GRI 305-1 Direct GHG emissions (Scope 1) GRI 305-2 Indirect GHG emissions (Scope 2) GRI 305-3 Other indirect GHG emissions (Scope 3) GRI 305-4 GHG e...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r448_jabil,捷普公司,JABIL,448,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,55,2024 Sustainability Report_Jabil.pdf,missions GRI 305-1 Direct GHG emissions (Scope 1) GRI 305-2 Indirect GHG emissions (Scope 2) GRI 305-3 Other indirect GHG emissions (Scope 3) GRI 305-4 GHG e...,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r448_jabil,捷普公司,JABIL,448,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,55,2024 Sustainability Report_Jabil.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard missions GRI 305-1 Direct GHG emissions (Scope 1) GRI 305-2 Indirect GHG emissions (Scope 2) GRI 305-3 Other indirect GHG emissions (Scope 3) GRI 305-4 GHG emissions intensity GRI 305-5 Reduction of GHG emissions Methodology used: • Accoun 2024 Sustainability Report_Jabil.pdf 53 JABI…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r449_nationalaustraliabank,澳大利亚国民银行,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,66 | 97,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,d distribution • Waste generated in operations • Business travel • Working from home • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,r449_nationalaustraliabank,澳大利亚国民银行,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,49 | 51 | 52,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,2-e/MWh) Emissions Scope Scope 1 and 2 2030 Target(1) 0.14 tCO2-e/MWh (18% reduction against 2021 baseline) Reference pathway IEA NZE 2050 (2021) Data quality score (2023) Average PCAF score: 1.8 (Scope 1 and 2) (1) Updated for changes to methodology and boundaries as summarised below. Portfolio update NAB's portfolio emissions for power generation are as f…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r449_nationalaustraliabank,澳大利亚国民银行,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,66,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,e • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this Basis for Conclusions as “GHG Protocol”. (2) This target is science-based and has …,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r449_nationalaustraliabank,澳大利亚国民银行,NATIONAL AUSTRALIA BANK,449,J,金融业,Finance,J,金融业,consistent_with_company_workbench,demoted,review,66,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,s identifying significant emission sources and implementing effective reduction measures in line with the GHG emissions reduction hierarchy. The Group adhere...,false,generic_or_scope_context_without_explicit_fine_series_name
