sankey_flow_key,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,company_workbench_industry_section_code,company_workbench_industry_section_name_zh,company_workbench_industry_section_name_en,industry_consistency_status,standard_system,internal_standard_id,display_standard_name_zh,display_standard_name_en,decision_bucket,evidence_gate,evidence_mode,match_status,evidence_page,source_file,snippet_en,snippet_zh,confidence,review_status,matched_aliases
ghg_corporate_standard::C,r443_crh公司,CRH,CRH,443,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,105,crh-2024-sustainability-performance-report_final_interactive-1.pdf,"reporting period or for previous periods. Assurance Scope and Approach For the Selected Information, we performed a limited assurance engagement using the ‘Greenhouse Protocol – A Corporate Accounting and Reporting Standard’ (revised 2015), the Consolidated set of GRI Standards 2021, the AA1000 Assurance Standard (AA1000AS v3) and international assurance be…","reporting period or for previous periods. Assurance Scope and Approach For the Selected Information, we performed a limited assurance engagement using the ‘Greenhouse Protocol – A Corporate Accounting and Reporting Standard’ (revised 2015), the Consolidated set of GRI Standards 2021, the AA1000 Assurance Standard (AA1000AS v3) and international assurance be…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::I,r445_salesforce,SALESFORCE,赛富时,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,25 | 95,salesforce-fy24-stakeholder-impact-report.pdf,"tion has been prepared in accordance with the World Resources Institute (""WRl"") I World Business Council for Sustainable Development's (""WBCSD"") Greenhouse Gas (""GHG"") Protocol: A Corporate Accounting and Reporting Standard, Revised. Scope 2 indirect emissions information, calculated using the location-based and market-based methods, have been prepared in a…","tion has been prepared in accordance with the World Resources Institute (""WRl"") I World Business Council for Sustainable Development's (""WBCSD"") Greenhouse Gas (""GHG"") Protocol: A Corporate Accounting and Reporting Standard, Revised. Scope 2 indirect emissions information, calculated using the location-based and market-based methods, have been prepared in a…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::I,r445_salesforce,SALESFORCE,赛富时,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,105,salesforce-fy24-stakeholder-impact-report.pdf,lizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain the estimated emissions from investments. Revenue data is not available for a…,lizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain the estimated emissions from investments. Revenue data is not available for a…,pdf_page_backfill,accepted_explicit_named_series_edge,partnership for carbon accounting financials
ghg_scope2_guidance::I,r445_salesforce,SALESFORCE,赛富时,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,25 | 95 | 102,salesforce-fy24-stakeholder-impact-report.pdf,"d and market-based methods, have been prepared in accordance with the WRl WBCSD GHG Protocol: A Corporate Accounting and Reporting Standard, Revised and the WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol … PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissi…","d and market-based methods, have been prepared in accordance with the WRl WBCSD GHG Protocol: A Corporate Accounting and Reporting Standard, Revised and the WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol … PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissi…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_calculation_guidance::I,r445_salesforce,SALESFORCE,赛富时,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,105 | 25 | 88 | 92 | 97,salesforce-fy24-stakeholder-impact-report.pdf,calculated. Franchises Category 15: 0% Internally-developed The Company utilizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain th…,calculated. Franchises Category 15: 0% Internally-developed The Company utilizes a methodology based on the Investments emission factor average-data approach from the GHG Protocol Scope 3 Calculation Guidance and economic activity-based approach from the Partnership for Carbon Accounting Financials (PCAF) Guidance which utilizes company revenue to obtain th…,pdf_page_backfill,accepted_explicit_named_series_edge,scope 3 calculation guidance | technical guidance for calculating scope 3 emissions
ghg_scope3_standard::I,r445_salesforce,SALESFORCE,赛富时,445,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,25 | 95 | 92 | 96,salesforce-fy24-stakeholder-impact-report.pdf,"WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol Corporate Standard. Scope 3 GHG emissions information has been prepared in accordance with the WRl WBCSD Corporate Value Chain (Scope 3), Accounting and Reporting Standard and the Scope 3 Technical Guidance. Collectively, the Greenhouse Gas Protocol: A Corporate Accounting and Reporti…","WRl WBCSD GHG Protocol Scope 2 Guidance: An amendment to the GHG Protocol Corporate Standard. Scope 3 GHG emissions information has been prepared in accordance with the WRl WBCSD Corporate Value Chain (Scope 3), Accounting and Reporting Standard and the Scope 3 Technical Guidance. Collectively, the Greenhouse Gas Protocol: A Corporate Accounting and Reporti…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::J,r446_aiagroup,AIA GROUP,友邦保险控股有限公司,446,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,58,AIA GROUP-Main-ESG-Report_CH.pdf,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,標，包括按 性別和年齡劃分的員工流失率（第6 頁）以及按市場、性別、年齡及職級 劃分的員工結構概覽（第10 頁）依 據獨立執業會計師就友邦保險控股有 限公司的經識別的可持續發展資料的 有限保證鑒證報告進行鑒證。請參閱 第32 頁以獲取此數據鑒證工作中涵 蓋的細分營運範圍。 數據計量方法 友邦保險根據溫室氣體協議企業會計 和報告標準（GHG Protocol Corporate Accounting and Reporting Standard）、溫室氣體協議範圍2 指 南及香港特別行政區政府環保署提供 的指引計算排放量，亦會透過公用事 業公司可持續發展報告、溫室氣體協 議數據庫及國際能源總署（IEA） 2024 年排放因子數據庫，確定各個 營運地區溫室氣體排放（範圍1 和 2）的排放因子。我們參照英國政府 環…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_corporate_standard::J,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,澳大利亚国民银行,449,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,66 | 97,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,d distribution • Waste generated in operations • Business travel • Working from home • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this…,d distribution • Waste generated in operations • Business travel • Working from home • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this…,pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard | (?:ghg protocol | greenhouse gas protocol | wri | world resources institute
ghg_financial_industry_standard::J,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,澳大利亚国民银行,449,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,49 | 51 | 52,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,2-e/MWh) Emissions Scope Scope 1 and 2 2030 Target(1) 0.14 tCO2-e/MWh (18% reduction against 2021 baseline) Reference pathway IEA NZE 2050 (2021) Data quality score (2023) Average PCAF score: 1.8 (Scope 1 and 2) (1) Updated for changes to methodology and boundaries as summarised below. Portfolio update NAB's portfolio emissions for power generation are as f…,2-e/MWh) Emissions Scope Scope 1 and 2 2030 Target(1) 0.14 tCO2-e/MWh (18% reduction against 2021 baseline) Reference pathway IEA NZE 2050 (2021) Data quality score (2023) Average PCAF score: 1.8 (Scope 1 and 2) (1) Updated for changes to methodology and boundaries as summarised below. Portfolio update NAB's portfolio emissions for power generation are as f…,pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b
ghg_scope3_standard::J,r449_nationalaustraliabank,NATIONAL AUSTRALIA BANK,澳大利亚国民银行,449,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,66,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,e • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this Basis for Conclusions as “GHG Protocol”. (2) This target is science-based and has …,e • Upstream leased assets • Employee commuting (new in 2024) (1) The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011) are referred to in this Basis for Conclusions as “GHG Protocol”. (2) This target is science-based and has …,pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::I,r450_sap公司,SAP,SAP,450,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,2 | 152,SAP integrated_report2024.pdf,"ss GHG Emissions (market-based). For more information, see the Energy Consumption and Mix section. Reporting Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the W…","ss GHG Emissions (market-based). For more information, see the Energy Consumption and Mix section. Reporting Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the W…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope2_guidance::I,r450_sap公司,SAP,SAP,450,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,2 | 152 | 164,SAP integrated_report2024.pdf,"on and Mix section. Reporting Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the World Resources Institute/World Business Council for Sustainable Development. In…","on and Mix section. Reporting Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the World Resources Institute/World Business Council for Sustainable Development. In…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::I,r450_sap公司,SAP,SAP,450,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",C,制造业,Manufacturing,corrected_by_gbt4754_business_activity_rule,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,2 | 152,SAP integrated_report2024.pdf,"ing Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the World Resources Institute/World Business Council for Sustainable Development. In alignment with the GHG Pr…","ing Principles SAP’s preparation of the GHG emissions data is based on the Corporate Accounting and Reporting Standard, the GHG (Greenhouse Gas) Protocol Scope 2 Guidance, and the Corporate Value Chain (Scope 3) Accounting and Reporting Standard of the World Resources Institute/World Business Council for Sustainable Development. In alignment with the GHG Pr…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_financial_industry_standard::J,r454_sompoholdings,SOMPO HOLDINGS,损保控股有限公司,454,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,40 | 51 | 146,2024_SOMPO HOLDINGS_sustainability_report.pdf,"d Emissions) using data from com- panies that disclose GHG emissions (Scope 1, 2) by utilizing a method for measuring GHG emissions in the commercial insurance sector developed by Partnership for Carbon Accounting Financials (PCAF) in November 2022. In accordance with the principles of the Japanese Stewardship Code, Sompo Japan con- ducts an ESG survey (“Su…","d Emissions) using data from com- panies that disclose GHG emissions (Scope 1, 2) by utilizing a method for measuring GHG emissions in the commercial insurance sector developed by Partnership for Carbon Accounting Financials (PCAF) in November 2022. In accordance with the principles of the Japanese Stewardship Code, Sompo Japan con- ducts an ESG survey (“Su…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b | partnership for carbon accounting financials
ghg_corporate_standard::C,r455_elililly,ELI LILLY,美国礼来公司,455,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,15,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,"ent fuel economy (e.g., hybrids and plug-in hybrids) and emphasizing sustainable driving and work practices in training programs. Scope 3 Emissions and Supply Chain Engagement The Greenhouse Gas Protocol Corporate Standard classifies Scope 3 emissions as indirect greenhouse gas emissions (not included in Scope 2) that occur in an organization’s value chain.…","ent fuel economy (e.g., hybrids and plug-in hybrids) and emphasizing sustainable driving and work practices in training programs. Scope 3 Emissions and Supply Chain Engagement The Greenhouse Gas Protocol Corporate Standard classifies Scope 3 emissions as indirect greenhouse gas emissions (not included in Scope 2) that occur in an organization’s value chain.…",pdf_page_backfill,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
ghg_corporate_standard::C,r459_cummins,CUMMINS,康明斯公司,459,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,5 | 17,2024-25-cummins-sustainability-progress-report.pdf,"foundry located in Monclova, Mexico, which primarily forges blocks and heads used in Cummins’ and other manufacturers’ engines. The recalculation of this data is in line with the GHG Protocol Corporate Standards which lay out the principles governing baseline adjustments. Financial data comes from the company’s Annual Report on Form 10-K timed to 2024. The …","foundry located in Monclova, Mexico, which primarily forges blocks and heads used in Cummins’ and other manufacturers’ engines. The recalculation of this data is in line with the GHG Protocol Corporate Standards which lay out the principles governing baseline adjustments. Financial data comes from the company’s Annual Report on Form 10-K timed to 2024. The …",pdf_page_backfill,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
ghg_financial_industry_standard::J,r461_rabobankgroup,RABOBANK GROUP,荷兰合作银行集团,461,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,41 | 74,rabobank_impact_report_2024.pdf,"Attribution|Data quality hierarchy 归因原则|数据质量层级 At Rabobank, we use the PCAF (Partnership for Carbon Accounting Financials) standard for accounting and disclosing financed emissions. Benchmarks (Sector, national, industry) Identifying science-based sectoral decarbonization pathways (such At Rabobank,","Attribution|Data quality hierarchy 归因原则|数据质量层级 At Rabobank, we use the PCAF (Partnership for Carbon Accounting Financials) standard for accounting and disclosing financed emissions. Benchmarks (Sector, national, industry) Identifying science-based sectoral decarbonization pathways (such At Rabobank,",medium,accepted_explicit_named_series_edge,partnership for carbon accounting financials | \bpcaf\b
ghg_corporate_standard::C,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,英美烟草集团,464,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,Relevance|Completeness|Consistency|Transparency|Accuracy 相关性|完整性|一致性|透明性|准确性 Reporting methodology for CO2e emissions We use the World Business Council for Sustainable Development GHG Protocol Corporate Standard to guide our reporting of carbon dioxide equivalent (CO2e) emissions. We also use supporting standards in Reporting methodology for CO2e emissions …,Relevance|Completeness|Consistency|Transparency|Accuracy 相关性|完整性|一致性|透明性|准确性 Reporting methodology for CO2e emissions We use the World Business Council for Sustainable Development GHG Protocol Corporate Standard to guide our reporting of carbon dioxide equivalent (CO2e) emissions. We also use supporting standards in Reporting methodology for CO2e emissions …,medium,accepted_explicit_named_series_edge,"(?:ghg protocol | greenhouse gas protocol | wri | world resources institute | world business council)[\s\S]{0,160}corporate standard"
ghg_scope2_guidance::C,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,英美烟草集团,464,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,"inable Development GHG Protocol Corporate Standard to guide our reporting of carbon dioxide equivalent (CO2e) emissions. We also use supporting standards including: – GHG Protocol Scope 2 Guidance, 2015 – GHG Protocol Corporate Value Chain (Scope 3) Standard, 2011 Where we have operational control, we include emissions from energy use, the Dry Ice Expanded …","inable Development GHG Protocol Corporate Standard to guide our reporting of carbon dioxide equivalent (CO2e) emissions. We also use supporting standards including: – GHG Protocol Scope 2 Guidance, 2015 – GHG Protocol Corporate Value Chain (Scope 3) Standard, 2011 Where we have operational control, we include emissions from energy use, the Dry Ice Expanded …",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::C,r464_britishamericantobacco,BRITISH AMERICAN TOBACCO,英美烟草集团,464,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,d within our internal EHS Reporting system; it includes 180 reporting units located across 85 countries. BAT’s Scope 3 GHG emissions reporting process aligns with the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard. Read more about our Scope 3 Simplified Methodology document at www.bat.com/sustainabilityreport + A full breakdo…,d within our internal EHS Reporting system; it includes 180 reporting units located across 85 countries. BAT’s Scope 3 GHG emissions reporting process aligns with the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard. Read more about our Scope 3 Simplified Methodology document at www.bat.com/sustainabilityreport + A full breakdo…,medium,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::J,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,纽约梅隆银行,466,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,129 | 66 | 130,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,"性|可信性 31, 2023 Criteria against which verification conducted: • World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and Reporting Standard, Revised Edition (Scop 31, 2023 Criteria against which verification conducted: • World Resources Institute (WRI)/World Business Council…","性|可信性 31, 2023 Criteria against which verification conducted: • World Resources Institute (WRI)/World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and Reporting Standard, Revised Edition (Scop 31, 2023 Criteria against which verification conducted: • World Resources Institute (WRI)/World Business Council…",medium,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::J,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,纽约梅隆银行,466,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,66 | 67 | 68,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,"arily driven by the Category 15 emissions associated with our financing activities. However, … PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…","arily driven by the Category 15 emissions associated with our financing activities. However, … PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b | partnership for carbon accounting financials
ghg_scope2_guidance::J,r466_bankofnewyorkmellon,BANK OF NEW YORK MELLON,纽约梅隆银行,466,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,129 | 66,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,"rld Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and Reporting Standard, Revised Edition (Scope 1 and 2) and the GHG Protocol Scope 2 Guidance, an amendment to the GHG Protocol Corporate Standard • WRI/WBCSD Corporate Value Chain (Scope 3) Accounting and Reporting Standard Reference Standard: • ISO 14064…","rld Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol, Corporate Accounting and Reporting Standard, Revised Edition (Scope 1 and 2) and the GHG Protocol Scope 2 Guidance, an amendment to the GHG Protocol Corporate Standard • WRI/WBCSD Corporate Value Chain (Scope 3) Accounting and Reporting Standard Reference Standard: • ISO 14064…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
