priority_rank,priority_group,priority_group_zh,world500_rank,company_id,company_name_en,company_name_zh,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,primary_workstream,primary_workstream_zh,missing_workstreams,missing_workstreams_zh,missing_requirement_keys,missing_requirement_zh,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,next_action_zh,acceptance_note_zh
129,P1_near_ready_candidate_review,优先核验高分候选公司,400,r400_gsk,GSK,葛兰素史克集团,candidate_or_partial,候选或部分满足,7,14,7,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,Scope 1|Scope 3,0,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
130,P1_near_ready_candidate_review,优先核验高分候选公司,415,r415_sfholding,S.F. HOLDING,顺丰控股股份有限公司,candidate_or_partial,候选或部分满足,7,14,7,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 1,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
131,P1_near_ready_candidate_review,优先核验高分候选公司,424,r424_starbucks,STARBUCKS,星巴克公司,candidate_or_partial,候选或部分满足,7,14,7,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 3,0,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
132,P1_near_ready_candidate_review,优先核验高分候选公司,425,r425_olamgroup,OLAM GROUP,新加坡奥兰集团,candidate_or_partial,候选或部分满足,7,14,7,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；目标-基准-进度链完整,Scope 2|Scope 3,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
133,P1_near_ready_candidate_review,优先核验高分候选公司,443,r443_crh公司,CRH,CRH,candidate_or_partial,候选或部分满足,7,14,7,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,Scope 1,0,0,6,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
134,P1_near_ready_candidate_review,优先核验高分候选公司,448,r448_jabil,JABIL,捷普公司,candidate_or_partial,候选或部分满足,7,14,7,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,1,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
135,P1_near_ready_candidate_review,优先核验高分候选公司,482,r482_jerónimomartins公司,Jerónimo Martins,Jerónimo Martins,candidate_or_partial,候选或部分满足,7,14,7,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1|Scope 3,0,0,1,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
136,P1_near_ready_candidate_review,优先核验高分候选公司,498,r498_瑞士abb集团,ABB,瑞士ABB,candidate_or_partial,候选或部分满足,7,14,7,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,1,0,4,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
137,P1_near_ready_candidate_review,优先核验高分候选公司,19,r019_trafiguragroup,TRAFIGURA GROUP,托克集团,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,0,9,9,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
138,P1_near_ready_candidate_review,优先核验高分候选公司,24,r024_glencore,GLENCORE,嘉能可,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,Scope 1|Scope 2,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
139,P1_near_ready_candidate_review,优先核验高分候选公司,25,r025_bp,BP,英国石油公司,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1|Scope 2,0,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
140,P1_near_ready_candidate_review,优先核验高分候选公司,42,r042_mercedesbenzgroup,MERCEDES-BENZ GROUP,梅赛德斯-奔驰集团,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1,1,2,9,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
141,P1_near_ready_candidate_review,优先核验高分候选公司,95,r095_lifeinsurancecorpofindia,LIFE INSURANCE CORP. OF INDIA,印度人寿保险公司,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_standard_evidence|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有标准/准则证据；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 1,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
142,P1_near_ready_candidate_review,优先核验高分候选公司,117,r117_adm公司,ADM,ADM,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 2,0,0,7,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
143,P1_near_ready_candidate_review,优先核验高分候选公司,159,r159_boeing,BOEING,波音,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 2,0,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
144,P1_near_ready_candidate_review,优先核验高分候选公司,163,r163_sysco,SYSCO,西斯科公司,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 3,0,0,4,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
145,P1_near_ready_candidate_review,优先核验高分候选公司,174,r174_法国bpce银行集团,BPCE Group,法国BPCE银行,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 3,0,0,1,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
146,P1_near_ready_candidate_review,优先核验高分候选公司,237,r237_deltaairlines,DELTA AIR LINES,达美航空,candidate_or_partial,候选或部分满足,6,14,8,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 1|Scope 3,0,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
147,P1_near_ready_candidate_review,优先核验高分候选公司,261,r261_intel,INTEL,英特尔公司,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 1|Scope 2,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
148,P1_near_ready_candidate_review,优先核验高分候选公司,262,r262_tjx公司,TJX,TJX,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1|Scope 3,0,0,6,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
149,P1_near_ready_candidate_review,优先核验高分候选公司,295,r295_zffriedrichshafen,ZF FRIEDRICHSHAFEN,采埃孚,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有经济/成本侧工具事实；目标-基准-进度链完整,Scope 3,1,0,7,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
150,P1_near_ready_candidate_review,优先核验高分候选公司,313,r313_exor集团,EXOR,EXOR,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1,0,0,1,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
151,P1_near_ready_candidate_review,优先核验高分候选公司,359,r359_massachusettsmutuallifeinsurance,MASSACHUSETTS MUTUAL LIFE INSURANCE,万通互惠理财公司,candidate_or_partial,候选或部分满足,6,14,8,P1_evidence_extraction,P1 证据抽取与原文追溯,P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,,1,0,1,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
