review_priority,queue_priority,auto_promote_allowed,recommended_action_en,recommended_action_zh,technology_id,technology_name_en,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,current_signal_status,validated_project_evidence_count,validated_project_names_en,validated_project_pages,validated_project_source_files,missing_to_project_gate,company_timeline_years,company_cost_signal_present,company_evidence_count,candidate_decision_bucket,candidate_decision_status,candidate_decision_rationale_en,candidate_decision_rationale_zh,evidence_boundary,sample_pages,sample_source_files,company_sample_snippet_en
P2_keep_review_only_or_demoted_disclosure_signal,P2,false,This company-technology edge has been reviewed and is not eligible for project evidence without new page-level evidence. Keep it out of the strong project graph.,该企业-技术边已复核；没有新的页级项目/措施证据前，不得进入强项目证据图。,renewable_power,Renewable power and green electricity procurement,r468_netflix公司,Netflix,Netflix,468,R,"Culture, Sports and Entertainment",missing_company_specific_snippet,0,,,,named renewable-power project or procurement measure | implementation stage | source-bound cost or abatement evidence,,no,0,review_only,strategy_and_market_based_electricity_context,"Candidate text describes emissions-reduction actions, renewable-energy maturity, RECs, and direct energy contracts, but does not name a concrete project or procurement measure for project-evidence use.",候选文本涉及减排行动、可再生能源成熟度、REC 和直接能源合同，但没有项目证据层所需的具体项目或采购措施。,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_keep_review_only_or_demoted_disclosure_signal,P2,false,This company-technology edge has been reviewed and is not eligible for project evidence without new page-level evidence. Keep it out of the strong project graph.,该企业-技术边已复核；没有新的页级项目/措施证据前，不得进入强项目证据图。,renewable_power,Renewable power and green electricity procurement,r481_arrowelectronics,ARROW ELECTRONICS,艾睿电子,481,F,Wholesale and Retail Trade,missing_company_specific_snippet,0,,,,company-owned renewable-power project or procurement measure | implementation stage | page-bound evidence,,no,0,review_only,target_or_customer_solution_context_not_project,"Candidate text includes customer solution context and a 100% renewable-electricity aspiration, but does not identify a company-owned renewable-power project or procurement measure.",候选文本包含客户解决方案语境和 100% 可再生电力目标，没有公司自身可再生电力项目或采购措施。,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_keep_review_only_or_demoted_disclosure_signal,P2,false,This company-technology edge has been reviewed and is not eligible for project evidence without new page-level evidence. Keep it out of the strong project graph.,该企业-技术边已复核；没有新的页级项目/措施证据前，不得进入强项目证据图。,renewable_power,Renewable power and green electricity procurement,r484_commonwealthbankofaustralia,COMMONWEALTH BANK OF AUSTRALIA,澳洲联邦银行,484,J,Finance,missing_company_specific_snippet,0,,,,named renewable-energy finance product amount or project | implementation stage | page-bound evidence,,no,0,review_only,national_grid_or_product_context_not_project,"Candidate text describes Australia's grid transition, CBA operational renewable-electricity target, and product names, but does not provide a page-level renewable project or product amount sufficient for project evidence.",候选文本描述澳大利亚电网转型、CBA 运营绿电目标和产品名，但缺少足以作为项目证据的页级项目或产品金额。,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,carbon_management,"Carbon management, methane, CCUS, and removals",r208_sumitomomitsuifinancialgroup,SUMITOMO MITSUI FINANCIAL GROUP,日本三井住友金融集团,208,J,Finance,company_specific_disclosure_snippet,1,Net Zero Teesside Power and Northern Endurance Partnership,27,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,,,no,16,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,13 | 19 | 19 | 68 | 13,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf,"om fossil fuels come from upstream mining and production operations (including methane leakage) and fuel use. ✓ In order to measure GHG emissions related to upstream production operations and the use of their products, calculation targets i"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,carbon_management,"Carbon management, methane, CCUS, and removals",r401_suncorenergy,SUNCOR ENERGY,森科能源公司,401,D,"Electricity, Heat, Gas and Water Production and Supply",missing_company_specific_snippet,1,Pathways Alliance carbon capture and storage project in northern Alberta,5,2023_SUNCOR ENERGY_sustainability_report.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,carbon_management,"Carbon management, methane, CCUS, and removals",r454_sompoholdings,SOMPO HOLDINGS,损保控股有限公司,454,J,Finance,missing_company_specific_snippet,1,Momentick methane leak satellite-image demonstration experiment,52,2024_SOMPO HOLDINGS_sustainability_report.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,carbon_management,"Carbon management, methane, CCUS, and removals",r461_rabobankgroup,RABOBANK GROUP,荷兰合作银行集团,461,J,Finance,missing_company_specific_snippet,1,Acorn Agroforestry Carbon Removal Units program,16,rabobank_impact_report_2024.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,electrified_transport,Electrified transport,r163_sysco,SYSCO,西斯科公司,163,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,1,Sysco Riverside EV Hub and global fleet EV deployment,9,Sysco FY24 Sustainability Report.pdf,,,yes,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,5 | 5 | 5.0 | 13 | 13,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2024-AT&T-sustainability-report.pdf | 2024-AT&T-sustainability-report.pdf,"PROGRESS:4 Supported Scope 1 and 2 reductions by deploying an additional 110 EVs across our global fleets, completing our Riverside, California, EV Hub, sourcing 4.3 million gallons o"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,electrified_transport,Electrified transport,r246_ciscosystems,CISCO SYSTEMS,思科公司,246,C,Manufacturing,company_specific_disclosure_snippet,1,Cisco US$39 million decarbonization investment bundle,31,CISCO SYSTEMS purpose-report-2024.pdf,,2023,yes,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,5 | 5 | 5.0 | 13 | 13,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2024-AT&T-sustainability-report.pdf | 2024-AT&T-sustainability-report.pdf,"To reduce Scope 1 and 2 emissions and make progress on our near-term target, we plan to invest approximately US$39 million in renewable energy, energy efficiency, and building and fleet electrification projects from fiscal 2023 through the"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,electrified_transport,Electrified transport,r329_astrazeneca,ASTRAZENECA,阿斯利康,329,C,Manufacturing,company_specific_disclosure_snippet,1,AstraZeneca global fleet battery-electric vehicle transition,116,AstraZeneca_AR_2024.pdf,,2024,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,5 | 5 | 5.0 | 13 | 13,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2024-AT&T-sustainability-report.pdf | 2024-AT&T-sustainability-report.pdf,"In 2024, we reached the significant milestone of over 60% of our global fleet being battery electric vehicles."
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,electrified_transport,Electrified transport,r353_woolworthsgroup,WOOLWORTHS GROUP,伍尔沃斯集团,353,F,Wholesale and Retail Trade,company_specific_disclosure_snippet,1,Woolworths fleet electric vehicles,4,2025_WOOLWORTHS GROUP_Sustainability_Report_Interactive_SPREADS.pdf,,2025,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,5 | 5 | 5.0 | 13 | 13,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf | 2024-AT&T-sustainability-report.pdf | 2024-AT&T-sustainability-report.pdf,"We are committed to aligning with a 1.5°C future, having reduced our direct emissions by 22.9% from our F23 baseline, with a pathway to 100% renewable electricity by 2025 and 75 electric vehicles in our fleet."
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,energy_efficiency,Advanced clean power and energy efficiency,r098_eni,ENI,埃尼石油公司,98,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,1,"Energy saving projects, mainly upstream projects",166,ENI-Annual-Report-2024.pdf,,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"Between 2018 and 2024, Eni implemented actions that, on the one hand, led to a reduction in Scope 1+2 emissions from its operations, focusing primarly on flaring, methane emissions, and energy efficiency interventions (see sections Targets"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,energy_efficiency,Advanced clean power and energy efficiency,r246_ciscosystems,CISCO SYSTEMS,思科公司,246,C,Manufacturing,company_specific_disclosure_snippet,1,Cisco US$39 million decarbonization investment bundle,31,CISCO SYSTEMS purpose-report-2024.pdf,,2023,yes,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"To reduce Scope 1 and 2 emissions and make progress on our near-term target, we plan to invest approximately US$39 million in renewable energy, energy efficiency, and building and fleet electrification projects from fiscal 2023 through the"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,energy_efficiency,Advanced clean power and energy efficiency,r426_qualcomm,QUALCOMM,高通,426,C,Manufacturing,company_specific_disclosure_snippet,1,Qualcomm global facilities energy-efficiency investments,50,2024-qualcomm-corporate-responsibility-report.pdf,,,yes,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,30 Annual avoided emissions of CO2e due to cumulative investments made for energy efficiency for global facilities. 31 GHG emissions data are calculated using the GHG Protocol Corporate Accounting and Reporting Standard. Our Environment Uni
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_fuels,Low-carbon fuels,r107_itochu,ITOCHU,日本伊藤忠商事株式会社,107,L,Leasing and Business Services,company_specific_disclosure_snippet,1,SAF Flight Initiative / Certificate of CO2 Reduction Effect by SAF,110,ITOCHU-ESG report 2024.pdf,,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"In FYE 2024, the GHG reduction effect of 50 t-CO2e was included applying “Certificate of CO2 Reduction Effect by SAF” which we purchased through “SAF Flight Initiative” offered by All Nippon Airways Co., Ltd. *6 The consolidated commuting"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_fuels,Low-carbon fuels,r264_riotintogroup,RIO TINTO GROUP,力拓集团,264,B,Mining,company_specific_disclosure_snippet,1,Rio Tinto sustainable biofuel supply-chain investment lever,44,2024-RIO TINTO GROUP-annual-report.pdf,,2030 | 2050,yes,12,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,86 | 86 | 86 | 86.0 | 103,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | shell-annual-report-2024.pdf,"r own operations 50% by 2030, net zero by 2050 Increase renewable power to >90% Develop low-carbon technologies for minerals and metals processing, refining and smelting Invest in sustainable biofuel supply chains."
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_materials,Low-carbon materials and process changes,r007_apple,APPLE,苹果公司,7,C,Manufacturing,company_specific_disclosure_snippet,1,Design and materials roadmap,13,Apple_Environmental_Progress_Report_2025.pdf,,,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,4 | 4 | 12 | 12 | 12,2024-saudi-aramco-sustainability-report-full-en.pdf | 2024-saudi-aramco-sustainability-report-full-en.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,e Product transport (Scope 3) End-of-life product processes (Scope 3) 2.0M avoided Supplier energy efficiency 8.4M avoided Direct emissions abatement 6.2M avoided Low-carbon materials** 21.8M avoided Supplier clean energy Corporate footprin
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_materials,Low-carbon materials and process changes,r368_lyondellbasellindustries,LYONDELLBASELL INDUSTRIES,利安德巴塞尔工业公司,368,C,Manufacturing,missing_company_specific_snippet,1,WBCSD Center for Decarbonization Demand Acceleration founding-member initiative,114,2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_materials,Low-carbon materials and process changes,r387_schneiderelectric,SCHNEIDER ELECTRIC,施耐德电气,387,C,Manufacturing,missing_company_specific_snippet,1,CarbonCure low-carbon concrete technology,45,2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,low_carbon_materials,Low-carbon materials and process changes,r391_西班牙acs集团,ACS Group,西班牙ACS,391,E,Construction,missing_company_specific_snippet,1,ACS low-carbon procurement lever,75,ACS Group Integrated Report 2024.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r007_apple,APPLE,苹果公司,7,C,Manufacturing,company_specific_disclosure_snippet,1,Supplier Clean Energy Program,12,Apple_Environmental_Progress_Report_2025.pdf,,,no,35,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c"
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,B,Mining,missing_company_specific_snippet,1,Danish Fields and Cottonwood solar power plants,24,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r031_samsungelectronics,SAMSUNG ELECTRONICS,三星电子,31,C,Manufacturing,missing_company_specific_snippet,1,Korea DS Division solar PPA,21,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r033_cignagroup,CIGNA GROUP,信诺集团,33,J,Finance,missing_company_specific_snippet,1,Renewable electricity sourcing and EAC procurement,50,2024-corporate-impact-report-CIGNA GROUP.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r052_phillips66公司,Phillips 66,Phillips 66,52,D,"Electricity, Heat, Gas and Water Production and Supply",missing_company_specific_snippet,1,Rodeo Renewable Energy Complex solar facility,14,Phillips_66_Sustainability_and_People_Report_2025.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r082_allianz,ALLIANZ,安联保险集团,82,J,Finance,missing_company_specific_snippet,1,Allianz own-operations renewable energy and energy-management measures,74,en-allianz-group-annual-report-2024.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r098_eni,ENI,埃尼石油公司,98,D,"Electricity, Heat, Gas and Water Production and Supply",missing_company_specific_snippet,1,Plenitude EDPR photovoltaic acquisition and BlueFloat Energy-Sener offshore wind partnership,18,eni-for-2024-just-transition.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r101_eon,E.ON,意昂集团,101,D,"Electricity, Heat, Gas and Water Production and Supply",missing_company_specific_snippet,1,"Energy Retail solar, home energy management, and eMobility investment",29,E.ON-GB24-gesamt-EN_final.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,114,F,Wholesale and Retail Trade,missing_company_specific_snippet,1,Ahold Delhaize virtual power purchase agreement for five solar power plants,11,2024_ahold_delhaize_annual_report.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r117_adm公司,ADM,ADM,117,C,Manufacturing,missing_company_specific_snippet,1,Brazil wind turbine project,3,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r119_christiandior,CHRISTIAN DIOR,迪奥公司,119,C,Manufacturing,missing_company_specific_snippet,1,LIFE 360 renewable and low-carbon energy transition,91,CHRISTIAN DIOR annual-report-as-of-december-31-2024.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r120_nippontelegraphandtelephone,NIPPON TELEGRAPH AND TELEPHONE,日本电报电话公司,120,I,"Information Transmission, Software and Information Technology Services",missing_company_specific_snippet,1,Green Power Investment and NTT GX Inno,15,NIPPON TELEGRAPH AND TELEPHONE-integrated_report_24e_p.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r168_torontodominionbank,TORONTO-DOMINION BANK,多伦多道明银行,168,J,Finance,missing_company_specific_snippet,1,TD Sustainable and Decarbonization Finance eligible renewable-energy category,18,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r208_sumitomomitsuifinancialgroup,SUMITOMO MITSUI FINANCIAL GROUP,日本三井住友金融集团,208,J,Finance,missing_company_specific_snippet,1,India wind power and power-supply infrastructure transition finance case,28,SUMITOMO MITSUI FINANCIAL GROUP sustainability_report_e_2025.pdf,,,no,0,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,,,
P2_verify_existing_project_evidence_alignment,P2,false,A valid page-level project/measure record already exists for this company-technology edge. Verify alignment and keep the project layer separate from broader disclosure signals.,该企业-技术边已有有效页级项目/措施记录。复核对齐关系，并保持项目证据层与更宽泛披露信号分离。,renewable_power,Renewable power and green electricity procurement,r236_pfizer,PFIZER,辉瑞制药有限公司,236,C,Manufacturing,company_specific_disclosure_snippet,1,Spain and United States solar VPPAs,31,Pfizer_2024_Impact_Report_02JUN2025.pdf,,2025,yes,12,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,100 | 104 | 104 | 104 | 104,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf,A key initiative as part of our Scope 2 reduction efforts is our implementation of virtual power purchase agreements (VPPAs) that will cover1 all of our purchased electricity in North America and the European Union beginning in 2025.
