decision_id,decision_status,decision_bucket,evidence_gate,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,match_status,matched_aliases,evidence_count,pages,source_files,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,safe_use_en,safe_use_zh
GHG-SERIES-ACCEPTED-0011,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r017_alphabet公司,17,Alphabet,Alphabet,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,"corporate accounting and reporting standard | (?:ghg protocol|greenhouse gas protocol|wri|world resources institute|world business council)[\s\S]{0,160}corporate standard",12,80 | 98 | 112,google-2025-environmental-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"the Greenhouse Gas Protocol standards and guidance developed by the World Resources Institute (WRI) and The World Business Council for Sustainable Development (WBCSD), including A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, t…","the Greenhouse Gas Protocol standards and guidance developed by the World Resources Institute (WRI) and The World Business Council for Sustainable Development (WBCSD), including A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, t…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0012,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r017_alphabet公司,17,Alphabet,Alphabet,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,14,80 | 98 | 112,google-2025-environmental-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"(WRI) and The World Business Council for Sustainable Development (WBCSD), including A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions …","(WRI) and The World Business Council for Sustainable Development (WBCSD), including A Corporate Accounting and Reporting Standard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0013,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r017_alphabet公司,17,Alphabet,Alphabet,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,explicit_series_citation,technical guidance for calculating scope 3 emissions,16,80 | 98 | 112,google-2025-environmental-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"ard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions (“Scope 3 Technical Guidance”), and the Corporate Value Chain (Scope 3) Accounting and… PDF page backfill: mapped from the cit…","ard (Revised Edition) and the WRI/WBCSD GHG Protocol Scope 2 Guidance (an amendment to the GHG Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions (“Scope 3 Technical Guidance”), and the Corporate Value Chain (Scope 3) Accounting and… PDF page backfill: mapped from the cit…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0014,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r017_alphabet公司,17,Alphabet,Alphabet,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),16,80 | 98 | 112,google-2025-environmental-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"G Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions (“Scope 3 Technical Guidance”), and the Corporate Value Chain (Scope 3) Accounting and… PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions v…","G Protocol Corporate Standard)(collectively, the “Corporate Standard”), as well as the Technical Guidance for Calculating Scope 3 Emissions (“Scope 3 Technical Guidance”), and the Corporate Value Chain (Scope 3) Accounting and… PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions v…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0015,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r021_jpmorganchase,21,JPMORGAN CHASE,摩根大通公司,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b,2,25,JPMORGAN CHASE-Climate-Report-2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"ns measurement to inform our methodology. While we believe that our approach correlates with real-world emissions performance, we also disclose a version of this metric aligned to PCAF within the appendix section of this report (refer to pages 32–33). For more information on our approach, refer to the “Absolute Financed Emissions” section in our Carbon Comp…","ns measurement to inform our methodology. While we believe that our approach correlates with real-world emissions performance, we also disclose a version of this metric aligned to PCAF within the appendix section of this report (refer to pages 32–33). For more information on our approach, refer to the “Absolute Financed Emissions” section in our Carbon Comp…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0016,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r023_totalenergies,23,TOTALENERGIES,道达尔能源公司,B,Mining,采矿业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,explicit_series_citation,technical guidance for calculating scope 3 emissions,4,18 | 117,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,pdf_explicit_series_citation,pdf_page_backfill,ustomers). A stoichiometric emission factor (oxidation of molecules to carbon dioxide) is applied to these sales or production to obtain an emission volume. In accordance with the Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standard which defines end users as both consumers …,ustomers). A stoichiometric emission factor (oxidation of molecules to carbon dioxide) is applied to these sales or production to obtain an emission volume. In accordance with the Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standard which defines end users as both consumers …,May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0017,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r023_totalenergies,23,TOTALENERGIES,道达尔能源公司,B,Mining,采矿业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),8,18 | 117,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,pdf_explicit_series_citation,pdf_page_backfill,"carbon dioxide) is applied to these sales or production to obtain an emission volume. In accordance with the Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standard which defines end users as both consumers and business customers that use final products, and with IPIECA’s Estim…","carbon dioxide) is applied to these sales or production to obtain an emission volume. In accordance with the Technical Guidance for Calculating Scope 3 Emissions Supplement to the Corporate Value Chain (Scope 3) Accounting and Reporting Standard which defines end users as both consumers and business customers that use final products, and with IPIECA’s Estim…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0018,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r027_cardinalhealth,27,CARDINAL HEALTH,嘉德诺健康集团,F,Wholesale and Retail Trade,批发和零售业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,corporate accounting and reporting standard,15,54 | 80 | 103 | 104,cardinal-health-fy24-ESG-report.pdf,seed_batch_01,medium,"e 1 GHG emissions were measured in accordance with the World Resources Institute (WRI)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol). Cardinal Health selected an organizational boundary based on operational control and direct emissions sources include s…","e 1 GHG emissions were measured in accordance with the World Resources Institute (WRI)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol). Cardinal Health selected an organizational boundary based on operational control and direct emissions sources include s…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0019,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r027_cardinalhealth,27,CARDINAL HEALTH,嘉德诺健康集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,9,104 | 54,cardinal-health-fy24-ESG-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"I)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardi…","I)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardi…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0020,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r027_cardinalhealth,27,CARDINAL HEALTH,嘉德诺健康集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,explicit_series_citation,technical guidance for calculating scope 3 emissions,3,105 | 54,cardinal-health-fy24-ESG-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"activities Emissions from fuel- and energy- related activities were calculated by fuel and energy type, by country, following the guidance set forth by the Greenhouse Gas Protocol Technical Guidance for Calculating Scope 3 Emissions Chapter 3 utilizing the average-data method requiring the quantities and types of fuel consumed and estimating emissions by us…","activities Emissions from fuel- and energy- related activities were calculated by fuel and energy type, by country, following the guidance set forth by the Greenhouse Gas Protocol Technical Guidance for Calculating Scope 3 Emissions Chapter 3 utilizing the average-data method requiring the quantities and types of fuel consumed and estimating emissions by us…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0021,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r027_cardinalhealth,27,CARDINAL HEALTH,嘉德诺健康集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),10,104 | 54 | 105 | 103,cardinal-health-fy24-ESG-report.pdf,pdf_explicit_series_citation,pdf_page_backfill,"Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardinal Health selected an organizational boun…","Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardinal Health selected an organizational boun…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0022,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r029_chevron,29,CHEVRON,雪佛龙,B,Mining,采矿业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,corporate accounting and reporting standard,5,28,chevron-sustainability-highlights-2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"scopes but reported separately, as recommended by the World Business Council for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emi…","scopes but reported separately, as recommended by the World Business Council for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emi…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0023,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r029_chevron,29,CHEVRON,雪佛龙,B,Mining,采矿业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,4,28,chevron-sustainability-highlights-2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"counted for in Chevron’s Scope 2 emissions. Scope 2 emissions are accounted for using the market- based approach as described in the World Resources Institute’s (WRI) GHG Protocol Scope 2 Guidance (2015), including calculating Scope 2 emissions net of contractual instruments such as renewable energy credits (RECs). Reporting of Scope 2 location-based emissi…","counted for in Chevron’s Scope 2 emissions. Scope 2 emissions are accounted for using the market- based approach as described in the World Resources Institute’s (WRI) GHG Protocol Scope 2 Guidance (2015), including calculating Scope 2 emissions net of contractual instruments such as renewable energy credits (RECs). Reporting of Scope 2 location-based emissi…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
