source,target,relation,relation_zh,evidence_page
methodology:uhg_scope3_cat15_pcaf,scope3_category:15.0,has_scope3_category,具有范围三类别,
methodology:uhg_scope3_cat15_pcaf,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:uhg_scope3_cat15_pcaf,activity_category:financed_emissions,has_activity_category,具有活动类别,
methodology:uhg_scope3_cat15_pcaf,calculation_method:pcaf_financed_emissions_methodology,has_calculation_method,具有核算方法,
report:volkswagen__2023__sustainability_report,methodology:volkswagen_scope3_lca,documents_methodology,记录排放方法事实,61
emission:volkswagen__2023__sustainability_report:volkswagen:scope_3,methodology:volkswagen_scope3_lca,has_methodology_fact,具有排放方法事实,61
methodology:volkswagen_scope3_lca,scope:scope_3,relates_to_scope,关联排放范围,
methodology:volkswagen_scope3_lca,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:volkswagen_scope3_lca,assurance_stage:verification,has_assurance_stage,具有核查鉴证环节,
methodology:volkswagen_scope3_lca,calculation_method:life_cycle_assessment,has_calculation_method,具有核算方法,
methodology:volkswagen_scope3_lca,boundary_type:product_life_cycle_boundary,has_boundary_type,具有边界类型,
report:walmart__2025__esg_report,methodology:walmart_scope3_supplier_factors,documents_methodology,记录排放方法事实,32
emission:walmart__2025__esg_report:walmart:scope_3,methodology:walmart_scope3_supplier_factors,has_methodology_fact,具有排放方法事实,32
methodology:walmart_scope3_supplier_factors,scope:scope_3,relates_to_scope,关联排放范围,
methodology:walmart_scope3_supplier_factors,emission_type:other_indirect_emissions,relates_to_emission_type,关联排放类型,
methodology:walmart_scope3_supplier_factors,data_source_type:secondary_data,has_data_source_type,具有数据来源类型,
methodology:walmart_scope3_supplier_factors,assurance_stage:report_disclosure,has_assurance_stage,具有核查鉴证环节,
methodology:walmart_scope3_supplier_factors,activity_category:value_chain_activities,has_activity_category,具有活动类别,
methodology:walmart_scope3_supplier_factors,calculation_method:supplier_specific_and_industry_average_factors,has_calculation_method,具有核算方法,
company:amazon,target:amazon__2024__sustainability_report:net_zero_carbon_across_global_operations,has_target,设定目标,
report:amazon__2024__sustainability_report,target:amazon__2024__sustainability_report:net_zero_carbon_across_global_operations,documents_target,记录目标,16
company:apple,target:apple__2025__environmental_progress_report:carbon_neutral_across_the_entire_footprint,has_target,设定目标,
report:apple__2025__environmental_progress_report,target:apple__2025__environmental_progress_report:carbon_neutral_across_the_entire_footprint,documents_target,记录目标,7
company:apple,target:apple__2025__environmental_progress_report:reduce_scope_1_2_and_3_emissions_by_75%_versus_2015_before_removals,has_target,设定目标,
report:apple__2025__environmental_progress_report,target:apple__2025__environmental_progress_report:reduce_scope_1_2_and_3_emissions_by_75%_versus_2015_before_removals,documents_target,记录目标,10
company:byd,target:byd__2024__sustainability_report:full_value_chain_carbon_neutrality,has_target,设定目标,
report:byd__2024__sustainability_report,target:byd__2024__sustainability_report:full_value_chain_carbon_neutrality,documents_target,记录目标,44
company:byd,target:byd__2024__sustainability_report:reduce_operational_carbon_intensity_by_50%_versus_2023,has_target,设定目标,
report:byd__2024__sustainability_report,target:byd__2024__sustainability_report:reduce_operational_carbon_intensity_by_50%_versus_2023,documents_target,记录目标,45
company:byd,target:byd__2024__sustainability_report:reach_35%_green_electricity_use,has_target,设定目标,
report:byd__2024__sustainability_report,target:byd__2024__sustainability_report:reach_35%_green_electricity_use,documents_target,记录目标,45
company:costco,target:costco__2024__climate_action_plan:absolute_reduction_in_scope_1_and_2_emissions_by_39%_versus_2020,has_target,设定目标,
report:costco__2024__climate_action_plan,target:costco__2024__climate_action_plan:absolute_reduction_in_scope_1_and_2_emissions_by_39%_versus_2020,documents_target,记录目标,6
company:costco,target:costco__2024__climate_action_plan:operate_with_100%_clean_energy_sources,has_target,设定目标,
report:costco__2024__climate_action_plan,target:costco__2024__climate_action_plan:operate_with_100%_clean_energy_sources,documents_target,记录目标,6
company:costco,target:costco__2024__climate_action_plan:reduce_scope_3_emissions_intensity_by_20%_versus_fy20_excluding_fuel,has_target,设定目标,
report:costco__2024__climate_action_plan,target:costco__2024__climate_action_plan:reduce_scope_3_emissions_intensity_by_20%_versus_fy20_excluding_fuel,documents_target,记录目标,9
company:geely,target:geely__2024__sustainability_report:operational_carbon_neutrality,has_target,设定目标,
report:geely__2024__sustainability_report,target:geely__2024__sustainability_report:operational_carbon_neutrality,documents_target,记录目标,33
company:geely,target:geely__2024__sustainability_report:zero_carbon_ready_operations,has_target,设定目标,
report:geely__2024__sustainability_report,target:geely__2024__sustainability_report:zero_carbon_ready_operations,documents_target,记录目标,33
company:geely,target:geely__2024__sustainability_report:full_chain_carbon_neutrality,has_target,设定目标,
report:geely__2024__sustainability_report,target:geely__2024__sustainability_report:full_chain_carbon_neutrality,documents_target,记录目标,33
company:microsoft,target:microsoft__2025__environmental_sustainability_report:carbon_negative,has_target,设定目标,
report:microsoft__2025__environmental_sustainability_report,target:microsoft__2025__environmental_sustainability_report:carbon_negative,documents_target,记录目标,11
company:microsoft,target:microsoft__2025__environmental_sustainability_report:remove_historical_operational_emissions_since_founding,has_target,设定目标,
report:microsoft__2025__environmental_sustainability_report,target:microsoft__2025__environmental_sustainability_report:remove_historical_operational_emissions_since_founding,documents_target,记录目标,11
company:microsoft,target:microsoft__2025__environmental_sustainability_report:reduce_scope_3_emissions_by_more_than_half_from_2020_baseline,has_target,设定目标,
report:microsoft__2025__environmental_sustainability_report,target:microsoft__2025__environmental_sustainability_report:reduce_scope_3_emissions_by_more_than_half_from_2020_baseline,documents_target,记录目标,11
company:totalenergies,target:totalenergies__2025__sustainability_and_climate_progress_report:carbon_neutrality_by_2050_together_with_society,has_target,设定目标,
report:totalenergies__2025__sustainability_and_climate_progress_report,target:totalenergies__2025__sustainability_and_climate_progress_report:carbon_neutrality_by_2050_together_with_society,documents_target,记录目标,18
company:totalenergies,target:totalenergies__2025__sustainability_and_climate_progress_report:reduce_operated_site_scope_1+2_emissions_to_below_37_mt_co2e,has_target,设定目标,
report:totalenergies__2025__sustainability_and_climate_progress_report,target:totalenergies__2025__sustainability_and_climate_progress_report:reduce_operated_site_scope_1+2_emissions_to_below_37_mt_co2e,documents_target,记录目标,4
company:totalenergies,target:totalenergies__2025__sustainability_and_climate_progress_report:reduce_methane_emissions_by_80%_versus_2020,has_target,设定目标,
report:totalenergies__2025__sustainability_and_climate_progress_report,target:totalenergies__2025__sustainability_and_climate_progress_report:reduce_methane_emissions_by_80%_versus_2020,documents_target,记录目标,5
company:unitedhealth,target:unitedhealth__2024__sustainability_report:net_zero_across_the_value_chain,has_target,设定目标,
report:unitedhealth__2024__sustainability_report,target:unitedhealth__2024__sustainability_report:net_zero_across_the_value_chain,documents_target,记录目标,33
company:unitedhealth,target:unitedhealth__2024__sustainability_report:operational_net_zero,has_target,设定目标,
report:unitedhealth__2024__sustainability_report,target:unitedhealth__2024__sustainability_report:operational_net_zero,documents_target,记录目标,33
company:unitedhealth,target:unitedhealth__2024__sustainability_report:source_100%_of_global_electricity_demand_from_renewable_sources,has_target,设定目标,
report:unitedhealth__2024__sustainability_report,target:unitedhealth__2024__sustainability_report:source_100%_of_global_electricity_demand_from_renewable_sources,documents_target,记录目标,33
company:volkswagen,target:volkswagen__2023__sustainability_report:net_carbon_neutral_company,has_target,设定目标,
report:volkswagen__2023__sustainability_report,target:volkswagen__2023__sustainability_report:net_carbon_neutral_company,documents_target,记录目标,61
company:volkswagen,target:volkswagen__2023__sustainability_report:reduce_production_related_scope_1_and_2_emissions_by_504%_versus_2018,has_target,设定目标,
report:volkswagen__2023__sustainability_report,target:volkswagen__2023__sustainability_report:reduce_production_related_scope_1_and_2_emissions_by_504%_versus_2018,documents_target,记录目标,61
company:volkswagen,target:volkswagen__2023__sustainability_report:reduce_use_phase_scope_3_emissions_by_30%_versus_2018,has_target,设定目标,
report:volkswagen__2023__sustainability_report,target:volkswagen__2023__sustainability_report:reduce_use_phase_scope_3_emissions_by_30%_versus_2018,documents_target,记录目标,61
company:walmart,target:walmart__2025__esg_report:zero_emissions_across_global_operations,has_target,设定目标,
report:walmart__2025__esg_report,target:walmart__2025__esg_report:zero_emissions_across_global_operations,documents_target,记录目标,106
company:walmart,target:walmart__2025__esg_report:reduce_global_scope_1_and_2_emissions_by_65%_versus_2015,has_target,设定目标,
report:walmart__2025__esg_report,target:walmart__2025__esg_report:reduce_global_scope_1_and_2_emissions_by_65%_versus_2015,documents_target,记录目标,106
company:walmart,target:walmart__2025__esg_report:reduce_or_avoid_1_billion_metric_tons_of_co2e_in_the_value_chain,has_target,设定目标,
report:walmart__2025__esg_report,target:walmart__2025__esg_report:reduce_or_avoid_1_billion_metric_tons_of_co2e_in_the_value_chain,documents_target,记录目标,106
company:amazon,pathway:renewable_electricity,uses_pathway,采用减碳路径,
report:amazon__2024__sustainability_report,pathway:renewable_electricity,documents_pathway,记录减碳路径,14
company:amazon,pathway:supply_chain_engagement,uses_pathway,采用减碳路径,
report:amazon__2024__sustainability_report,pathway:supply_chain_engagement,documents_pathway,记录减碳路径,15
company:amazon,pathway:low_carbon_materials,uses_pathway,采用减碳路径,
report:amazon__2024__sustainability_report,pathway:low_carbon_materials,documents_pathway,记录减碳路径,13
company:apple,pathway:supplier_clean_electricity,uses_pathway,采用减碳路径,
report:apple__2025__environmental_progress_report,pathway:supplier_clean_electricity,documents_pathway,记录减碳路径,103
company:apple,pathway:circular_materials_and_product_design,uses_pathway,采用减碳路径,
report:apple__2025__environmental_progress_report,pathway:circular_materials_and_product_design,documents_pathway,记录减碳路径,13
company:apple,pathway:carbon_removal,uses_pathway,采用减碳路径,
report:apple__2025__environmental_progress_report,pathway:carbon_removal,documents_pathway,记录减碳路径,10
company:byd,pathway:green_electricity_expansion,uses_pathway,采用减碳路径,
report:byd__2024__sustainability_report,pathway:green_electricity_expansion,documents_pathway,记录减碳路径,45
company:byd,pathway:operational_energy_efficiency,uses_pathway,采用减碳路径,
report:byd__2024__sustainability_report,pathway:operational_energy_efficiency,documents_pathway,记录减碳路径,45
company:byd,pathway:supply_chain_decarbonization,uses_pathway,采用减碳路径,
report:byd__2024__sustainability_report,pathway:supply_chain_decarbonization,documents_pathway,记录减碳路径,46
company:costco,pathway:operational_efficiency_and_refrigeration,uses_pathway,采用减碳路径,
report:costco__2024__climate_action_plan,pathway:operational_efficiency_and_refrigeration,documents_pathway,记录减碳路径,7
company:costco,pathway:supplier_transition_program,uses_pathway,采用减碳路径,
report:costco__2024__climate_action_plan,pathway:supplier_transition_program,documents_pathway,记录减碳路径,8
company:costco,pathway:fuel_transition,uses_pathway,采用减碳路径,
report:costco__2024__climate_action_plan,pathway:fuel_transition,documents_pathway,记录减碳路径,12
company:geely,pathway:green_electricity_and_zero_carbon_ready_operations,uses_pathway,采用减碳路径,
report:geely__2024__sustainability_report,pathway:green_electricity_and_zero_carbon_ready_operations,documents_pathway,记录减碳路径,40
company:geely,pathway:methanol_based_low_carbon_mobility,uses_pathway,采用减碳路径,
report:geely__2024__sustainability_report,pathway:methanol_based_low_carbon_mobility,documents_pathway,记录减碳路径,33
company:geely,pathway:carbon_management_digitalization,uses_pathway,采用减碳路径,
report:geely__2024__sustainability_report,pathway:carbon_management_digitalization,documents_pathway,记录减碳路径,26
company:microsoft,pathway:carbon_free_electricity,uses_pathway,采用减碳路径,
report:microsoft__2025__environmental_sustainability_report,pathway:carbon_free_electricity,documents_pathway,记录减碳路径,11
company:microsoft,pathway:supply_chain_decarbonization,uses_pathway,采用减碳路径,
report:microsoft__2025__environmental_sustainability_report,pathway:supply_chain_decarbonization,documents_pathway,记录减碳路径,82
company:microsoft,pathway:carbon_removal,uses_pathway,采用减碳路径,
report:microsoft__2025__environmental_sustainability_report,pathway:carbon_removal,documents_pathway,记录减碳路径,11
company:totalenergies,pathway:methane_reduction,uses_pathway,采用减碳路径,
report:totalenergies__2025__sustainability_and_climate_progress_report,pathway:methane_reduction,documents_pathway,记录减碳路径,5
company:totalenergies,pathway:electrification_and_low_carbon_power,uses_pathway,采用减碳路径,
report:totalenergies__2025__sustainability_and_climate_progress_report,pathway:electrification_and_low_carbon_power,documents_pathway,记录减碳路径,49
company:totalenergies,pathway:hydrogen_saf_and_carbon_management,uses_pathway,采用减碳路径,
report:totalenergies__2025__sustainability_and_climate_progress_report,pathway:hydrogen_saf_and_carbon_management,documents_pathway,记录减碳路径,6
company:unitedhealth,pathway:energy_efficiency_in_buildings,uses_pathway,采用减碳路径,
report:unitedhealth__2024__sustainability_report,pathway:energy_efficiency_in_buildings,documents_pathway,记录减碳路径,34
company:unitedhealth,pathway:renewable_electricity,uses_pathway,采用减碳路径,
report:unitedhealth__2024__sustainability_report,pathway:renewable_electricity,documents_pathway,记录减碳路径,34
company:unitedhealth,pathway:supplier_target_setting,uses_pathway,采用减碳路径,
report:unitedhealth__2024__sustainability_report,pathway:supplier_target_setting,documents_pathway,记录减碳路径,35
company:volkswagen,pathway:portfolio_electrification,uses_pathway,采用减碳路径,
report:volkswagen__2023__sustainability_report,pathway:portfolio_electrification,documents_pathway,记录减碳路径,64
company:volkswagen,pathway:renewable_energy_in_production_and_use_phase,uses_pathway,采用减碳路径,
report:volkswagen__2023__sustainability_report,pathway:renewable_energy_in_production_and_use_phase,documents_pathway,记录减碳路径,61
company:volkswagen,pathway:circular_economy,uses_pathway,采用减碳路径,
report:volkswagen__2023__sustainability_report,pathway:circular_economy,documents_pathway,记录减碳路径,5
company:walmart,pathway:renewable_electricity,uses_pathway,采用减碳路径,
report:walmart__2025__esg_report,pathway:renewable_electricity,documents_pathway,记录减碳路径,106
company:walmart,pathway:supplier_decarbonization_via_project_gigaton,uses_pathway,采用减碳路径,
report:walmart__2025__esg_report,pathway:supplier_decarbonization_via_project_gigaton,documents_pathway,记录减碳路径,34
company:walmart,pathway:product_and_packaging_redesign,uses_pathway,采用减碳路径,
report:walmart__2025__esg_report,pathway:product_and_packaging_redesign,documents_pathway,记录减碳路径,34
company:amazon,technology:solar_and_wind_power,deploys_technology,部署技术,
report:amazon__2024__sustainability_report,technology:solar_and_wind_power,documents_technology,记录技术,14
company:amazon,technology:lower_carbon_steel_and_concrete,deploys_technology,部署技术,
report:amazon__2024__sustainability_report,technology:lower_carbon_steel_and_concrete,documents_technology,记录技术,13
company:amazon,technology:electric_freight_and_micromobility,deploys_technology,部署技术,
report:amazon__2024__sustainability_report,technology:electric_freight_and_micromobility,documents_technology,记录技术,16
company:apple,technology:solar_and_wind_power,deploys_technology,部署技术,
report:apple__2025__environmental_progress_report,technology:solar_and_wind_power,documents_technology,记录技术,99
company:apple,technology:circular_materials,deploys_technology,部署技术,
report:apple__2025__environmental_progress_report,technology:circular_materials,documents_technology,记录技术,13
company:apple,technology:carbon_removal,deploys_technology,部署技术,
report:apple__2025__environmental_progress_report,technology:carbon_removal,documents_technology,记录技术,10
company:byd,technology:solar_and_green_power_procurement,deploys_technology,部署技术,
report:byd__2024__sustainability_report,technology:solar_and_green_power_procurement,documents_technology,记录技术,45
company:byd,technology:battery_and_electric_vehicle_technologies,deploys_technology,部署技术,
report:byd__2024__sustainability_report,technology:battery_and_electric_vehicle_technologies,documents_technology,记录技术,5
company:byd,technology:digital_carbon_management_platform,deploys_technology,部署技术,
report:byd__2024__sustainability_report,technology:digital_carbon_management_platform,documents_technology,记录技术,45
company:costco,technology:renewable_diesel,deploys_technology,部署技术,
report:costco__2024__climate_action_plan,technology:renewable_diesel,documents_technology,记录技术,8
company:costco,technology:co2_refrigeration_and_refrigerant_retrofits,deploys_technology,部署技术,
report:costco__2024__climate_action_plan,technology:co2_refrigeration_and_refrigerant_retrofits,documents_technology,记录技术,8
company:costco,technology:ev_and_hydrogen_fueling_readiness,deploys_technology,部署技术,
report:costco__2024__climate_action_plan,technology:ev_and_hydrogen_fueling_readiness,documents_technology,记录技术,12
company:geely,technology:green_methanol,deploys_technology,部署技术,
report:geely__2024__sustainability_report,technology:green_methanol,documents_technology,记录技术,27
company:geely,technology:battery_and_electric_mobility,deploys_technology,部署技术,
report:geely__2024__sustainability_report,technology:battery_and_electric_mobility,documents_technology,记录技术,40
company:geely,technology:carbon_capture_and_utilization,deploys_technology,部署技术,
report:geely__2024__sustainability_report,technology:carbon_capture_and_utilization,documents_technology,记录技术,30
company:microsoft,technology:renewable_and_nuclear_power,deploys_technology,部署技术,
report:microsoft__2025__environmental_sustainability_report,technology:renewable_and_nuclear_power,documents_technology,记录技术,11
company:microsoft,technology:low_carbon_steel_and_concrete,deploys_technology,部署技术,
report:microsoft__2025__environmental_sustainability_report,technology:low_carbon_steel_and_concrete,documents_technology,记录技术,11
company:microsoft,technology:renewable_diesel_and_saf,deploys_technology,部署技术,
report:microsoft__2025__environmental_sustainability_report,technology:renewable_diesel_and_saf,documents_technology,记录技术,16
company:totalenergies,technology:solar_powered_lng_and_renewable_power,deploys_technology,部署技术,
report:totalenergies__2025__sustainability_and_climate_progress_report,technology:solar_powered_lng_and_renewable_power,documents_technology,记录技术,5
company:totalenergies,technology:low_carbon_hydrogen,deploys_technology,部署技术,
report:totalenergies__2025__sustainability_and_climate_progress_report,technology:low_carbon_hydrogen,documents_technology,记录技术,5
company:totalenergies,technology:ccus_and_saf,deploys_technology,部署技术,
report:totalenergies__2025__sustainability_and_climate_progress_report,technology:ccus_and_saf,documents_technology,记录技术,18
company:unitedhealth,technology:building_management_systems_and_leds,deploys_technology,部署技术,
report:unitedhealth__2024__sustainability_report,technology:building_management_systems_and_leds,documents_technology,记录技术,34
company:unitedhealth,technology:solar_projects_and_virtual_ppas,deploys_technology,部署技术,
report:unitedhealth__2024__sustainability_report,technology:solar_projects_and_virtual_ppas,documents_technology,记录技术,34
company:unitedhealth,technology:paperless_and_reuse_systems,deploys_technology,部署技术,
report:unitedhealth__2024__sustainability_report,technology:paperless_and_reuse_systems,documents_technology,记录技术,35
company:volkswagen,technology:electric_vehicles_and_charging,deploys_technology,部署技术,
report:volkswagen__2023__sustainability_report,technology:electric_vehicles_and_charging,documents_technology,记录技术,61
company:volkswagen,technology:green_hydrogen,deploys_technology,部署技术,
report:volkswagen__2023__sustainability_report,technology:green_hydrogen,documents_technology,记录技术,61
company:volkswagen,technology:aluminum_closed_loop,deploys_technology,部署技术,
report:volkswagen__2023__sustainability_report,technology:aluminum_closed_loop,documents_technology,记录技术,5
company:walmart,technology:renewable_electricity_and_clean_power_projects,deploys_technology,部署技术,
report:walmart__2025__esg_report,technology:renewable_electricity_and_clean_power_projects,documents_technology,记录技术,106
company:walmart,technology:electric_vehicle_charging,deploys_technology,部署技术,
report:walmart__2025__esg_report,technology:electric_vehicle_charging,documents_technology,记录技术,106
company:walmart,technology:packaging_and_circular_design,deploys_technology,部署技术,
report:walmart__2025__esg_report,technology:packaging_and_circular_design,documents_technology,记录技术,34
company:geely,technology:sea_and_gea_intelligent_new_energy_architectures,deploys_technology,部署技术,
report:geely__2024__sustainability_report,technology:sea_and_gea_intelligent_new_energy_architectures,documents_technology,记录技术,6
company:amazon,impact:amazon__2024__sustainability_report:embodied_carbon_avoided_in_2024_building_projects,claims_impact,声明成效,
report:amazon__2024__sustainability_report,impact:amazon__2024__sustainability_report:embodied_carbon_avoided_in_2024_building_projects,documents_impact,记录成效,13
company:amazon,impact:amazon__2024__sustainability_report:mississippi_data_center_and_renewable_energy_package,claims_impact,声明成效,
report:amazon__2024__sustainability_report,impact:amazon__2024__sustainability_report:mississippi_data_center_and_renewable_energy_package,documents_impact,记录成效,14
company:apple,impact:apple__2025__environmental_progress_report:annual_avoided_emissions_in_fiscal_year_2024,claims_impact,声明成效,
report:apple__2025__environmental_progress_report,impact:apple__2025__environmental_progress_report:annual_avoided_emissions_in_fiscal_year_2024,documents_impact,记录成效,4
company:byd,impact:byd__2024__sustainability_report:operational_energy_saving_projects_in_2024,claims_impact,声明成效,
report:byd__2024__sustainability_report,impact:byd__2024__sustainability_report:operational_energy_saving_projects_in_2024,documents_impact,记录成效,46
company:costco,impact:costco__2024__climate_action_plan:renewable_diesel_substitution_in_fy24,claims_impact,声明成效,
report:costco__2024__climate_action_plan,impact:costco__2024__climate_action_plan:renewable_diesel_substitution_in_fy24,documents_impact,记录成效,8
company:geely,impact:geely__2024__sustainability_report:tailpipe_carbon_capture_efficiency_in_truck_test,claims_impact,声明成效,
report:geely__2024__sustainability_report,impact:geely__2024__sustainability_report:tailpipe_carbon_capture_efficiency_in_truck_test,documents_impact,记录成效,30
company:microsoft,impact:microsoft__2025__environmental_sustainability_report:contracted_carbon_removal_for_fy30_delivery,claims_impact,声明成效,
report:microsoft__2025__environmental_sustainability_report,impact:microsoft__2025__environmental_sustainability_report:contracted_carbon_removal_for_fy30_delivery,documents_impact,记录成效,11
company:totalenergies,impact:totalenergies__2025__sustainability_and_climate_progress_report:implemented_2024_emissions_reduction_projects,claims_impact,声明成效,
report:totalenergies__2025__sustainability_and_climate_progress_report,impact:totalenergies__2025__sustainability_and_climate_progress_report:implemented_2024_emissions_reduction_projects,documents_impact,记录成效,5
company:totalenergies,impact:totalenergies__2025__sustainability_and_climate_progress_report:energy_efficiency_plans,claims_impact,声明成效,
report:totalenergies__2025__sustainability_and_climate_progress_report,impact:totalenergies__2025__sustainability_and_climate_progress_report:energy_efficiency_plans,documents_impact,记录成效,5
company:unitedhealth,impact:unitedhealth__2024__sustainability_report:2024_energy_efficiency_project_reductions,claims_impact,声明成效,
report:unitedhealth__2024__sustainability_report,impact:unitedhealth__2024__sustainability_report:2024_energy_efficiency_project_reductions,documents_impact,记录成效,34
company:unitedhealth,impact:unitedhealth__2024__sustainability_report:expected_annual_savings_from_major_office_retrofit,claims_impact,声明成效,
report:unitedhealth__2024__sustainability_report,impact:unitedhealth__2024__sustainability_report:expected_annual_savings_from_major_office_retrofit,documents_impact,记录成效,34
company:volkswagen,impact:volkswagen__2023__sustainability_report:aluminum_closed_loop_savings_since_2017,claims_impact,声明成效,
report:volkswagen__2023__sustainability_report,impact:volkswagen__2023__sustainability_report:aluminum_closed_loop_savings_since_2017,documents_impact,记录成效,5
company:walmart,impact:walmart__2025__esg_report:project_gigaton_cumulative_supplier_impact,claims_impact,声明成效,
report:walmart__2025__esg_report,impact:walmart__2025__esg_report:project_gigaton_cumulative_supplier_impact,documents_impact,记录成效,106
company:geely,impact:geely__2024__sustainability_report:expected_annual_co2_reduction_from_alxa_green_methanol_project,claims_impact,声明成效,
report:geely__2024__sustainability_report,impact:geely__2024__sustainability_report:expected_annual_co2_reduction_from_alxa_green_methanol_project,documents_impact,记录成效,6
