世界500强排名,企业ID,企业名称（中文）,Company Name (EN),国家/地区,行业,二级细分类型,Subtype (EN),优先级,名单下载状态字段,seed匹配状态,候选文件数,best_match_score,近似推荐文件,近似推荐得分,诊断信号,Diagnostic signals (EN),建议处理动作,Recommended action (EN),原始诊断说明,诊断规则
437,r437_chinanationalcoalgroup,中国中煤能源集团有限公司,CHINA NATIONAL COAL GROUP,中国,采矿、原油生产,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,47,16,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2024-MONDELEZ INTERNATIONAL-Snacking-Made-Right-ESG-Report.pdf；当前候选池仍有 47 个近似候选项；当前 best_match_score=16,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2024-MONDELEZ INTERNATIONAL-Snacking-Made-Right-ESG-Report.pdf; Current candidate pool still contains 47 approximate candidates; Current best_match_score=16,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“中国中煤能源集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
438,r438_tonglingnonferrousmetalsgroup,铜陵有色金属集团控股有限公司,TONGLING NONFERROUS METALS GROUP,中国,金属产品,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,41,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-2024-EMIRATES GROUP-annual-report.pdf；当前候选池仍有 41 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-2024-EMIRATES GROUP-annual-report.pdf; Current candidate pool still contains 41 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“铜陵有色金属集团控股有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
439,r439_ckhutchisonholdings,长江和记实业有限公司,CK HUTCHISON HOLDINGS,中国,专业零售,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,15,16,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2024_SOMPO HOLDINGS_sustainability_report.pdf；当前候选池仍有 15 个近似候选项；当前 best_match_score=16,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2024_SOMPO HOLDINGS_sustainability_report.pdf; Current candidate pool still contains 15 approximate candidates; Current best_match_score=16,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“长江和记实业有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
442,r442_pddholdings,拼多多控股公司,PDD HOLDINGS,中国,互联网服务和零售,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,9,16,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2024_SOMPO HOLDINGS_sustainability_report.pdf；当前候选池仍有 9 个近似候选项；当前 best_match_score=16,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2024_SOMPO HOLDINGS_sustainability_report.pdf; Current candidate pool still contains 9 approximate candidates; Current best_match_score=16,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“拼多多控股公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
447,r447_nucor,纽柯,NUCOR,美国,金属产品,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,P,unmatched,0,4,,0,名单字段已标注报告下载状态：P,Registry download-status field is populated: P,优先回查原始下载台账/文件转存是否遗漏；再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"First re-check the original download ledger or transfer directory for a missed file; Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“纽柯”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
452,r452_shanghaidelongsteelgroup,上海德龙钢铁集团有限公司,SHANGHAI DELONG STEEL GROUP,中国,金属产品,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,41,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-2024-EMIRATES GROUP-annual-report.pdf；当前候选池仍有 41 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-2024-EMIRATES GROUP-annual-report.pdf; Current candidate pool still contains 41 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“上海德龙钢铁集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
458,r458_beijingjianlongheavyindustrygroup,北京建龙重工集团有限公司,BEIJING JIANLONG HEAVY INDUSTRY GROUP,中国,金属产品,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_matched,42,16,,0,seed 阶段出现过候选命中：seed_matched，seed 候选文件为 2025 DAIWA HOUSE INDUSTRY_Sustainability_All.pdf；当前候选池仍有 42 个近似候选项；当前 best_match_score=16,Seed stage produced a candidate hit: seed_matched; seed candidate file: 2025 DAIWA HOUSE INDUSTRY_Sustainability_All.pdf; Current candidate pool still contains 42 approximate candidates; Current best_match_score=16,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“北京建龙重工集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
460,r460_shaanxiconstructionengineeringholding,陕西建工控股集团有限公司,SHAANXI CONSTRUCTION ENGINEERING HOLDING,中国,工程与建筑,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,11,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2024_SOMPO HOLDINGS_sustainability_report.pdf；当前候选池仍有 11 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2024_SOMPO HOLDINGS_sustainability_report.pdf; Current candidate pool still contains 11 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“陕西建工控股集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
465,r465_cpc,台湾中油股份有限公司,CPC,中国,炼油,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,P,unmatched,0,4,,0,名单字段已标注报告下载状态：P,Registry download-status field is populated: P,优先回查原始下载台账/文件转存是否遗漏；再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"First re-check the original download ledger or transfer directory for a missed file; Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“台湾中油股份有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
471,r471_shanxicokingcoalgroup,山西焦煤集团有限责任公司,SHANXI COKING COAL GROUP,中国,采矿、原油生产,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,41,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-2024-EMIRATES GROUP-annual-report.pdf；当前候选池仍有 41 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-2024-EMIRATES GROUP-annual-report.pdf; Current candidate pool still contains 41 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“山西焦煤集团有限责任公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
472,r472_guangxiinvestmentgroup,广西投资集团有限公司,GUANGXI INVESTMENT GROUP,中国,多元化金融,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,41,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-2024-EMIRATES GROUP-annual-report.pdf；当前候选池仍有 41 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-2024-EMIRATES GROUP-annual-report.pdf; Current candidate pool still contains 41 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“广西投资集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
476,r476_powercorpofcanada,加拿大鲍尔集团,POWER CORP. OF CANADA,加拿大,人寿与健康保险（股份）,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,30,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-BANK OF NEW YORK MELLON sustainability-report.pdf；当前候选池仍有 30 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-BANK OF NEW YORK MELLON sustainability-report.pdf; Current candidate pool still contains 30 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“加拿大鲍尔集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
483,r483_chinanationalaviationfuelgroup,中国航空油料集团有限公司,CHINA NATIONAL AVIATION FUEL GROUP,中国,贸易,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,47,16,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2024-MONDELEZ INTERNATIONAL-Snacking-Made-Right-ESG-Report.pdf；当前候选池仍有 47 个近似候选项；当前 best_match_score=16,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2024-MONDELEZ INTERNATIONAL-Snacking-Made-Right-ESG-Report.pdf; Current candidate pool still contains 47 approximate candidates; Current best_match_score=16,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“中国航空油料集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
496,r496_airfranceklmgroup,法国航空－荷兰皇家航空集团,AIR FRANCE-KLM GROUP,法国,航空,值得二次检索补库,Worth secondary retrieval and corpus backfill,medium,,seed_review_needed,44,13,,0,seed 阶段出现过候选命中：seed_review_needed，seed 候选文件为 2023-2024-EMIRATES GROUP-annual-report.pdf；当前候选池仍有 44 个近似候选项；当前 best_match_score=13,Seed stage produced a candidate hit: seed_review_needed; seed candidate file: 2023-2024-EMIRATES GROUP-annual-report.pdf; Current candidate pool still contains 44 approximate candidates; Current best_match_score=13,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“法国航空－荷兰皇家航空集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
64,r064_bnpparibas,法国巴黎银行,BNP PARIBAS,法国,银行：商业储蓄,值得二次检索补库,Worth secondary retrieval and corpus backfill,low,,unmatched,0,4,bp-sustainability-report-2024.pdf,31,review 队列里出现过近似推荐文件：bp-sustainability-report-2024.pdf,Review queue contains a higher-scored approximate recommendation: bp-sustainability-report-2024.pdf,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“法国巴黎银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
245,r245_assicurazionigenerali,意大利忠利保险公司,ASSICURAZIONI GENERALI,意大利,人寿与健康保险（股份）,值得二次检索补库,Worth secondary retrieval and corpus backfill,low,,unmatched,0,4,daimler-truck-ir-annual-report-2024-incl-combined-management-report-dth-ag.pdf,31,review 队列里出现过近似推荐文件：daimler-truck-ir-annual-report-2024-incl-combined-management-report-dth-ag.pdf,Review queue contains a higher-scored approximate recommendation: daimler-truck-ir-annual-report-2024-incl-combined-management-report-dth-ag.pdf,再以母公司中英文全称、简称、official site + ESG/annual/sustainability/climate 关键词进行二次检索补库，补入后回跑 report catalog 与 diagnosis 链路。,"Then run a second retrieval round with the parent-company Chinese/English name, short name, and official-site + ESG/annual/sustainability/climate keywords; rebuild the report catalog and diagnosis after backfill.",在当前库存文件中，未检出能够安全归属于“意大利忠利保险公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
9,r009_berkshirehathaway,伯克希尔－哈撒韦公司,BERKSHIRE HATHAWAY,美国,财产与意外保险（股份）,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“伯克希尔－哈撒韦公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
40,r040_elevancehealth公司,Elevance Health公司,Elevance Health公司,美国,保健：保险和管理医保,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“Elevance Health公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
51,r051_kroger,克罗格,KROGER,美国,食品店和杂货店,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“克罗格”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
76,r076_comcast,美国康卡斯特电信公司,COMCAST,美国,电信,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“美国康卡斯特电信公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
80,r080_wellsfargo,美国富国银行,WELLS FARGO,美国,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“美国富国银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
88,r088_freddiemac,房地美,FREDDIE MAC,美国,多元化金融,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“房地美”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
92,r092_humana,哈门那公司,HUMANA,美国,保健：保险和管理医保,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“哈门那公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
99,r099_petrobras,巴西国家石油公司,PETROBRAS,巴西,炼油,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“巴西国家石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
102,r102_gazprom,俄罗斯天然气工业股份公司,GAZPROM,俄罗斯,能源,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“俄罗斯天然气工业股份公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
106,r106_cofco,中粮集团有限公司,COFCO,中国,贸易,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“中粮集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
109,r109_pemex,墨西哥石油公司,PEMEX,墨西哥,采矿、原油生产,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“墨西哥石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
118,r118_créditagricole,法国农业信贷银行,CRÉDIT AGRICOLE,法国,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“法国农业信贷银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
167,r167_petronas,马来西亚国家石油公司,PETRONAS,马来西亚,能源,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“马来西亚国家石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
172,r172_basf,巴斯夫公司,BASF,德国,化学品,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“巴斯夫公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
187,r187_xmxyg,厦门象屿集团有限公司,XMXYG,中国,贸易,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“厦门象屿集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
188,r188_rtx,雷神技术公司,RTX,美国,航天与防务,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“雷神技术公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
194,r194_koc集团,KOC集团,KOC集团,土耳其,能源,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“KOC集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
210,r210_unilever,联合利华,UNILEVER,英国,家居、个人用品,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“联合利华”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
